Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Propertycount,Price
Surrey Hills,3,t,Fletchers,03-09-2016,11.2,3127,4,2,2,401,129,1970,Southern Metropolitan,5457,1110000
Surrey Hills,4,h,Fletchers,03-09-2016,11.2,3127,4,3,2,771,312,2000,Southern Metropolitan,5457,2128000
Surrey Hills,3,h,Noel,03-09-2016,11.2,3127,3,1,2,843,,,Southern Metropolitan,5457,2009000
Surrey Hills,5,h,RT,03-09-2016,11.2,3127,5,3,2,735,235,1920,Southern Metropolitan,5457,2200000
Templestowe Lower,3,h,Ray,03-09-2016,13.8,3107,4,2,2,649,,,Eastern Metropolitan,5420,1150000
Templestowe Lower,4,h,Zahn,03-09-2016,13.8,3107,4,2,2,657,221,1978,Eastern Metropolitan,5420,1201000
Thornbury,3,u,Jellis,03-09-2016,6.5,3071,3,1,1,50,,,Northern Metropolitan,8870,510000
Viewbank,4,h,Miles,03-09-2016,13.8,3084,4,2,2,626,,,Eastern Metropolitan,2698,910000
Viewbank,3,h,Miles,03-09-2016,13.8,3084,4,2,2,656,183,1990,Eastern Metropolitan,2698,960000
Watsonia,3,h,Darren,03-09-2016,14.9,3087,,,,,,,Northern Metropolitan,2329,620000
West Melbourne,3,t,Jellis,03-09-2016,1.9,3003,3,3,2,50,132,1940,Northern Metropolitan,2230,1010000
Williamstown,4,h,hockingstuart,03-09-2016,8,3016,3,2,1,452,,,Western Metropolitan,6380,1325000
Williamstown,4,h,Gunn&Co,03-09-2016,8,3016,4,2,1,320,160,1950,Western Metropolitan,6380,1400000
Williamstown,3,h,Sweeney,03-09-2016,8,3016,,,,,,,Western Metropolitan,6380,920000
Williamstown,3,h,Greg,03-09-2016,8,3016,3,1,1,507,186,1910,Western Metropolitan,6380,1535000
Williamstown North,2,t,Village,03-09-2016,8.9,3016,2,1,1,53,,,Western Metropolitan,802,500000
Windsor,2,u,Jellis,03-09-2016,5.1,3181,2,2,1,50,78,2012,Southern Metropolitan,4380,580000
Yallambie,3,h,Darren,03-09-2016,15,3085,,,,,,,Northern Metropolitan,1369,665000
Yallambie,4,h,Barry,03-09-2016,15,3085,4,1,1,530,,,Northern Metropolitan,1369,700000
Yarraville,3,h,Jas,03-09-2016,7,3013,3,2,1,448,147,1940,Western Metropolitan,6543,1000000
Yarraville,2,u,hockingstuart,03-09-2016,7,3013,,,,,,,Western Metropolitan,6543,640000
Yarraville,2,h,Village,03-09-2016,7,3013,3,1,2,471,103,1950,Western Metropolitan,6543,890000
Yarraville,2,h,Jas,03-09-2016,7,3013,2,1,1,134,,,Western Metropolitan,6543,760000
Yarraville,3,h,Village,03-09-2016,7,3013,3,1,0,191,105,1910,Western Metropolitan,6543,1165000
Abbotsford,2,h,Biggin,03-12-2016,2.5,3067,2,1,1,202,inf,,Northern Metropolitan,4019,1480000
Airport West,3,h,Nelson,03-12-2016,13.5,3042,3,2,1,50,145,1965,Western Metropolitan,3464,730000
Altona,5,h,Greg,03-12-2016,13.8,3018,5,3,3,729,268,2005,Western Metropolitan,5301,1525000
Armadale,2,u,Noel,03-12-2016,6.3,3143,2,1,0,861,,,Southern Metropolitan,4836,550000
Armadale,3,u,Marshall,03-12-2016,6.3,3143,3,2,2,50,100,1998,Southern Metropolitan,4836,995000
Armadale,3,t,Jellis,03-12-2016,6.3,3143,3,2,2,101,105,2000,Southern Metropolitan,4836,1205000
Armadale,3,h,Marshall,03-12-2016,6.3,3143,,,,,,,Southern Metropolitan,4836,2675000
Armadale,3,h,Jellis,03-12-2016,6.3,3143,3,2,2,296,150,1889,Southern Metropolitan,4836,1939000
Armadale,1,u,Biggin,03-12-2016,6.3,3143,1,1,0,50,,,Southern Metropolitan,4836,421500
Armadale,2,u,hockingstuart,03-12-2016,6.3,3143,,,,,,,Southern Metropolitan,4836,585000
Ascot Vale,3,h,Nelson,03-12-2016,5.9,3032,3,1,2,298,108,1920,Western Metropolitan,6567,940000
Ascot Vale,2,u,Brad,03-12-2016,5.9,3032,2,1,1,50,62,1980,Western Metropolitan,6567,467000
Ashburton,3,h,Jellis,03-12-2016,11,3147,3,2,2,599,220,1930,Southern Metropolitan,3052,1670000
Ashburton,3,t,Buxton,03-12-2016,11,3147,3,2,2,203,,,Southern Metropolitan,3052,955000
Ashburton,3,t,Fletchers,03-12-2016,11,3147,3,3,4,310,315,2014,Southern Metropolitan,3052,2050000
Ashwood,3,h,Woodards,03-12-2016,12.2,3147,3,1,1,842,,,Southern Metropolitan,2894,1250000
Avondale Heights,3,t,Nelson,03-12-2016,10.5,3034,3,3,1,557,181,2017,Western Metropolitan,4502,851000
Balaclava,2,u,hockingstuart,03-12-2016,6.6,3183,2,1,2,50,61,1965,Southern Metropolitan,2952,410000
Balwyn,3,u,Philip,03-12-2016,9.7,3103,3,2,2,206,112,1998,Southern Metropolitan,5682,1070000
Balwyn,4,h,Marshall,03-12-2016,9.7,3103,,,,,,,Southern Metropolitan,5682,2200000
Balwyn,4,h,Fletchers,03-12-2016,9.7,3103,,,,,,,Southern Metropolitan,5682,2290000
Balwyn,5,h,RT,03-12-2016,9.7,3103,5,3,2,715,420,2009,Southern Metropolitan,5682,2570000
Balwyn,4,h,RW,03-12-2016,9.7,3103,4,2,2,744,226,1985,Southern Metropolitan,5682,2400000
Balwyn,3,h,North,03-12-2016,9.7,3103,3,3,2,651,266,,Southern Metropolitan,5682,2200000
Balwyn,5,h,hockingstuart,03-12-2016,9.7,3103,5,5,2,651,410,,Southern Metropolitan,5682,3250000
Balwyn,2,u,Noel,03-12-2016,9.7,3103,2,1,1,122,97,1977,Southern Metropolitan,5682,806000
Balwyn,6,h,Jellis,03-12-2016,9.7,3103,6,4,7,2051,449,1935,Southern Metropolitan,5682,4000000
Balwyn,2,h,Jellis,03-12-2016,9.7,3103,2,2,2,50,,,Southern Metropolitan,5682,1215000
Balwyn,5,h,Noel,03-12-2016,9.7,3103,5,3,2,600,356,2006,Southern Metropolitan,5682,2250000
Balwyn North,7,h,Barry,03-12-2016,9.2,3104,7,2,0,942,,,Southern Metropolitan,7809,1350000
Balwyn North,4,h,Noel,03-12-2016,9.2,3104,4,2,2,647,185,1955,Southern Metropolitan,7809,1905000
Balwyn North,5,h,hockingstuart,03-12-2016,9.2,3104,5,4,2,760,477,2015,Southern Metropolitan,7809,3300000
Balwyn North,4,h,Fletchers,03-12-2016,9.2,3104,4,2,2,642,215,1955,Southern Metropolitan,7809,1900000
Balwyn North,3,h,Marshall,03-12-2016,9.2,3104,3,1,2,888,137,1950,Southern Metropolitan,7809,2251000
Balwyn North,3,h,Jellis,03-12-2016,9.2,3104,,,,,,,Southern Metropolitan,7809,2160000
Balwyn North,4,h,RW,03-12-2016,9.2,3104,4,2,2,750,214,1950,Southern Metropolitan,7809,2205000
Balwyn North,3,h,hockingstuart,03-12-2016,9.2,3104,3,2,1,347,160,2011,Southern Metropolitan,7809,1265000
Bentleigh,2,h,Woodards,03-12-2016,13,3204,2,1,4,730,,,Southern Metropolitan,6795,1550000
Bentleigh,4,h,Woodards,03-12-2016,13,3204,4,1,4,786,,,Southern Metropolitan,6795,1420000
Bentleigh,3,h,Buxton,03-12-2016,13,3204,3,2,2,613,143,1960,Southern Metropolitan,6795,1425000
Bentleigh,2,t,hockingstuart,03-12-2016,13,3204,2,1,1,140,250,1970,Southern Metropolitan,6795,851000
Bentleigh East,2,u,hockingstuart,03-12-2016,13.9,3165,2,1,2,281,95,2002,Southern Metropolitan,10969,746000
Bentleigh East,4,t,Buxton,03-12-2016,13.9,3165,,,,,,,Southern Metropolitan,10969,1250000
Bentleigh East,1,u,Woodards,03-12-2016,13.9,3165,1,1,1,105,,,Southern Metropolitan,10969,580000
Bentleigh East,3,t,Buxton,03-12-2016,13.9,3165,,,,,,,Southern Metropolitan,10969,913788
Bentleigh East,5,h,Buxton,03-12-2016,13.9,3165,5,2,2,683,190,1960,Southern Metropolitan,10969,1275000
Bentleigh East,4,t,Buxton,03-12-2016,13.9,3165,,,,,,,Southern Metropolitan,10969,1200000
Bentleigh East,4,h,hockingstuart,03-12-2016,13.9,3165,,,,,,,Southern Metropolitan,10969,515000
Bentleigh East,3,h,C21,03-12-2016,13.9,3165,3,1,2,603,,,Southern Metropolitan,10969,1206000
Bentleigh East,4,h,Buxton,03-12-2016,13.9,3165,,,,,,,Southern Metropolitan,10969,950000
Brighton,4,h,Hodges,03-12-2016,11.2,3186,4,2,2,436,,,Southern Metropolitan,10579,1830000
Brighton,3,t,Nick,03-12-2016,11.2,3186,,,,,,,Southern Metropolitan,10579,1300000
Brighton,4,h,Marshall,03-12-2016,11.2,3186,4,3,2,836,284,1960,Southern Metropolitan,10579,3695000
Brighton,2,u,Hodges,03-12-2016,11.2,3186,2,1,2,50,70,1970,Southern Metropolitan,10579,536000
Brighton,4,h,Marshall,03-12-2016,11.2,3186,4,3,2,742,247,1900,Southern Metropolitan,10579,3700000
Brighton,4,h,Buxton,03-12-2016,11.2,3186,4,3,2,745,,,Southern Metropolitan,10579,3775000
Brighton,3,h,Buxton,03-12-2016,11.2,3186,3,1,2,432,122,1930,Southern Metropolitan,10579,1975000
Brighton East,4,t,Marshall,03-12-2016,10.7,3187,,,,,,,Southern Metropolitan,6938,1525000
Brighton East,4,h,hockingstuart,03-12-2016,10.7,3187,4,3,2,618,213,2008,Southern Metropolitan,6938,1310000
Brighton East,3,u,RT,03-12-2016,10.7,3187,,,,,,,Southern Metropolitan,6938,1465000
Brighton East,2,h,hockingstuart,03-12-2016,10.7,3187,2,1,2,443,,,Southern Metropolitan,6938,1250000
Brighton East,4,h,Marshall,03-12-2016,10.7,3187,4,2,2,674,183,1950,Southern Metropolitan,6938,2504000
Brighton East,2,u,hockingstuart,03-12-2016,10.7,3187,2,1,1,50,,,Southern Metropolitan,6938,700000
Brighton East,2,u,Buxton,03-12-2016,10.7,3187,2,1,3,305,,1970,Southern Metropolitan,6938,750000
Brunswick,4,h,Jellis,03-12-2016,5.2,3056,4,3,1,238,93,1910,Northern Metropolitan,11918,1802500
Brunswick,4,h,Nelson,03-12-2016,5.2,3056,4,3,1,365,209,1890,Northern Metropolitan,11918,1500000
Brunswick West,2,u,Nelson,03-12-2016,5.9,3055,2,1,1,50,,1980,Northern Metropolitan,7082,320000
Brunswick West,3,h,Nelson,03-12-2016,5.9,3055,3,1,1,50,119,1920,Northern Metropolitan,7082,1190000
Bulleen,4,t,Jellis,03-12-2016,11.8,3105,,,,,,,Eastern Metropolitan,4480,930000
Bulleen,4,h,Jellis,03-12-2016,11.8,3105,4,3,2,410,,2012,Eastern Metropolitan,4480,1505000
Bulleen,3,t,Philip,03-12-2016,11.8,3105,,,,,,,Eastern Metropolitan,4480,790000
Burwood,3,h,Fletchers,03-12-2016,11.7,3125,3,1,2,697,,,Southern Metropolitan,5678,1390000
Burwood,3,h,Stockdale,03-12-2016,11.7,3125,3,1,2,773,,1960,Southern Metropolitan,5678,1300000
Burwood,4,h,Ray,03-12-2016,11.7,3125,4,2,2,1145,111,1960,Southern Metropolitan,5678,1890000
Burwood,3,u,Ray,03-12-2016,11.7,3125,3,2,2,265,130,2000,Southern Metropolitan,5678,1022500
Burwood,3,h,Fletchers,03-12-2016,11.7,3125,3,1,1,662,,,Southern Metropolitan,5678,1250000
Camberwell,2,u,Jellis,03-12-2016,7.8,3124,2,1,2,50,,1940,Southern Metropolitan,8920,1017000
Camberwell,2,u,Noel,03-12-2016,7.8,3124,2,1,1,137,87,1970,Southern Metropolitan,8920,729000
Camberwell,5,h,Marshall,03-12-2016,7.8,3124,5,4,1,708,348,1940,Southern Metropolitan,8920,2600000
Camberwell,3,h,Marshall,03-12-2016,7.8,3124,3,2,2,305,189,1998,Southern Metropolitan,8920,1650000
Canterbury,3,h,Marshall,03-12-2016,9,3126,3,1,1,459,130,1920,Southern Metropolitan,3265,1587500
Carnegie,2,u,Woodards,03-12-2016,11.4,3163,2,1,1,73,61,1970,Southern Metropolitan,7822,600000
Carnegie,3,h,hockingstuart,03-12-2016,11.4,3163,3,1,2,425,166,1960,Southern Metropolitan,7822,1295000
Carnegie,4,h,hockingstuart,03-12-2016,11.4,3163,4,2,0,365,,1919,Southern Metropolitan,7822,1275000
Carnegie,3,h,Buxton,03-12-2016,11.4,3163,3,1,1,808,,,Southern Metropolitan,7822,1620000
Caulfield,4,t,Gary,03-12-2016,8.9,3162,4,3,2,812,,,Southern Metropolitan,2379,1600000
Caulfield,5,h,Gary,03-12-2016,8.9,3162,5,2,2,593,,,Southern Metropolitan,2379,1665000
Caulfield South,3,h,hockingstuart,03-12-2016,9.3,3162,3,1,2,451,121,1960,Southern Metropolitan,5051,1460000
Caulfield South,1,u,Gary,03-12-2016,9.3,3162,1,1,1,50,44,1960,Southern Metropolitan,5051,275500
Chadstone,4,h,Jellis,03-12-2016,13.6,3148,4,2,2,600,,,Southern Metropolitan,3582,1507000
Clifton Hill,1,u,Woodards,03-12-2016,3.4,3068,,,,,,,Northern Metropolitan,2954,340000
Coburg,2,t,Nelson,03-12-2016,7.8,3058,,,,,,,Northern Metropolitan,11204,655000
Coburg,3,h,Nelson,03-12-2016,7.8,3058,3,1,0,702,108,1950,Northern Metropolitan,11204,680000
Coburg,4,h,Nelson,03-12-2016,7.8,3058,4,1,2,596,,,Northern Metropolitan,11204,1221000
Coburg,2,t,Nelson,03-12-2016,7.8,3058,2,2,1,50,176,2010,Northern Metropolitan,11204,807000
Coburg,3,h,Del,03-12-2016,7.8,3058,3,1,2,371,,,Northern Metropolitan,11204,790000
Coburg,4,h,Nelson,03-12-2016,7.8,3058,4,2,1,295,,,Northern Metropolitan,11204,955000
Coburg,2,t,Nelson,03-12-2016,7.8,3058,,,,,,,Northern Metropolitan,11204,480000
Coburg North,3,h,Melbourne,03-12-2016,9.2,3058,,,,,,,Northern Metropolitan,3445,751000
Coburg North,4,h,Nelson,03-12-2016,9.2,3058,4,2,2,661,,,Northern Metropolitan,3445,895000
Coburg North,3,h,hockingstuart,03-12-2016,9.2,3058,3,1,0,404,98,1950,Northern Metropolitan,3445,655000
Collingwood,3,h,Jellis,03-12-2016,1.6,3066,3,1,0,167,,1900,Northern Metropolitan,4553,1260000
Doncaster,3,h,Barry,03-12-2016,13.9,3108,3,1,4,727,123,1970,Eastern Metropolitan,9028,1403000
Doncaster,4,h,Jellis,03-12-2016,13.9,3108,4,2,0,725,,,Eastern Metropolitan,9028,1408000
Doncaster,4,t,Barry,03-12-2016,13.9,3108,4,2,2,242,,,Eastern Metropolitan,9028,855000
Doncaster,3,h,Barry,03-12-2016,13.9,3108,3,1,1,638,115,1970,Eastern Metropolitan,9028,1450000
Doncaster,5,h,Jellis,03-12-2016,13.9,3108,5,2,2,660,,,Eastern Metropolitan,9028,1461800
Doncaster,4,h,Barry,03-12-2016,13.9,3108,4,1,2,658,138,1975,Eastern Metropolitan,9028,1396000
Elsternwick,3,h,Biggin,03-12-2016,8.5,3185,3,2,2,447,181,1920,Southern Metropolitan,4898,1625000
Elsternwick,2,h,Purplebricks,03-12-2016,8.5,3185,2,1,1,221,,,Southern Metropolitan,4898,906000
Elsternwick,4,h,hockingstuart,03-12-2016,8.5,3185,4,2,0,147,159,1910,Southern Metropolitan,4898,1100000
Elwood,1,u,Biggin,03-12-2016,7.7,3184,1,1,0,50,,,Southern Metropolitan,8989,392500
Elwood,2,u,Morleys,03-12-2016,7.7,3184,2,1,1,50,79,1970,Southern Metropolitan,8989,507000
Elwood,2,u,Wilson,03-12-2016,7.7,3184,2,1,1,553,83,1960,Southern Metropolitan,8989,525000
Elwood,3,h,Chisholm,03-12-2016,7.7,3184,3,1,2,463,,,Southern Metropolitan,8989,2116000
Elwood,2,u,Gary,03-12-2016,7.7,3184,2,1,1,50,71,1930,Southern Metropolitan,8989,750000
Elwood,1,u,Chisholm,03-12-2016,7.7,3184,1,1,1,50,60,2001,Southern Metropolitan,8989,510000
Elwood,2,u,Chisholm,03-12-2016,7.7,3184,2,1,0,50,,,Southern Metropolitan,8989,599999
Elwood,1,u,hockingstuart,03-12-2016,7.7,3184,1,1,0,50,33,1930,Southern Metropolitan,8989,300000
Essendon,3,h,Barry,03-12-2016,8,3040,3,1,1,445,,,Western Metropolitan,9264,980000
Essendon,2,u,Barry,03-12-2016,8,3040,,,,,,,Western Metropolitan,9264,531500
Essendon,3,h,Nelson,03-12-2016,8,3040,3,1,3,688,105,1930,Western Metropolitan,9264,1295000
Essendon,4,h,Nelson,03-12-2016,8,3040,4,1,2,733,,,Western Metropolitan,9264,1900000
Essendon,2,t,Frank,03-12-2016,8,3040,2,1,2,752,89,1990,Western Metropolitan,9264,595000
Fairfield,3,h,McGrath,03-12-2016,5.8,3078,3,1,2,309,110,2000,Northern Metropolitan,2970,1350000
Flemington,2,u,Rendina,03-12-2016,4.4,3031,2,1,1,50,60,1970,Northern Metropolitan,3593,365000
Flemington,2,t,Jellis,03-12-2016,4.4,3031,,,,,,,Northern Metropolitan,3593,553000
Footscray,4,h,Nelson,03-12-2016,6.4,3011,4,2,1,319,130,1915,Western Metropolitan,7570,1225000
Footscray,2,u,Jas,03-12-2016,6.4,3011,2,1,1,50,,,Western Metropolitan,7570,431000
Footscray,3,h,Naison,03-12-2016,6.4,3011,3,1,1,292,98,1900,Western Metropolitan,7570,1003000
Footscray,3,h,Sweeney,03-12-2016,6.4,3011,3,1,0,164,93,1900,Western Metropolitan,7570,840000
Footscray,3,h,Village,03-12-2016,6.4,3011,3,2,0,497,156,1890,Western Metropolitan,7570,1362000
Footscray,4,h,Village,03-12-2016,6.4,3011,4,2,1,154,161,2007,Western Metropolitan,7570,977000
Glen Iris,4,h,Marshall,03-12-2016,9.2,3146,4,2,2,868,217,1930,Southern Metropolitan,10412,1800000
Glen Iris,1,u,hockingstuart,03-12-2016,9.2,3146,,,,,,,Southern Metropolitan,10412,350000
Glen Iris,3,h,J,03-12-2016,9.2,3146,,,,,,,Southern Metropolitan,10412,2260000
Glen Iris,3,t,Noel,03-12-2016,9.2,3146,,,,,,,Southern Metropolitan,10412,1753000
Glen Iris,4,h,J,03-12-2016,9.2,3146,4,2,1,739,183,2002,Southern Metropolitan,10412,1998000
Glenroy,3,h,Walshe,03-12-2016,13,3046,3,1,3,640,144,1960,Northern Metropolitan,8870,610000
Glenroy,3,h,Nelson,03-12-2016,13,3046,3,1,1,336,,,Northern Metropolitan,8870,500000
Glenroy,3,h,Stockdale,03-12-2016,13,3046,,,,,,,Northern Metropolitan,8870,800000
Glenroy,3,h,Barry,03-12-2016,13,3046,3,1,2,766,127,1965,Northern Metropolitan,8870,806500
Glenroy,5,h,Barry,03-12-2016,13,3046,5,3,2,700,,,Northern Metropolitan,8870,1150000
Hadfield,2,h,Eview,03-12-2016,12.1,3046,2,1,1,394,98,1950,Northern Metropolitan,2606,610000
Hadfield,3,h,YPA,03-12-2016,12.1,3046,3,1,1,604,112,1970,Northern Metropolitan,2606,630000
Hadfield,4,h,Barry,03-12-2016,12.1,3046,4,3,5,591,268,2010,Northern Metropolitan,2606,870000
Hampton,2,h,Buxton,03-12-2016,13.7,3188,,,,,,,Southern Metropolitan,5454,1871000
Hampton,4,h,Hodges,03-12-2016,13.7,3188,4,2,3,688,187,1925,Southern Metropolitan,5454,2140000
Hampton,4,h,Marshall,03-12-2016,13.7,3188,4,2,2,607,242,2011,Southern Metropolitan,5454,1600000
Hampton,3,t,Marshall,03-12-2016,13.7,3188,3,2,3,1402,,,Southern Metropolitan,5454,2200000
Hampton,3,h,Ray,03-12-2016,13.7,3188,3,1,2,289,109,1998,Southern Metropolitan,5454,1003500
Hampton,2,u,Buxton,03-12-2016,13.7,3188,2,1,1,50,85,1965,Southern Metropolitan,5454,802000
Hampton,4,t,Buxton,03-12-2016,13.7,3188,4,1,1,692,,,Southern Metropolitan,5454,1500000
Hampton,4,h,Hodges,03-12-2016,13.7,3188,4,2,2,664,,,Southern Metropolitan,5454,1686500
Hawthorn,3,h,Jellis,03-12-2016,4.6,3122,3,2,3,1038,,,Southern Metropolitan,11308,5100000
Hawthorn,4,h,Jellis,03-12-2016,4.6,3122,4,2,1,336,235,1905,Southern Metropolitan,11308,2670000
Hawthorn,3,h,Jellis,03-12-2016,4.6,3122,3,1,0,228,116,,Southern Metropolitan,11308,1480000
Hawthorn,1,u,Woodards,03-12-2016,4.6,3122,1,1,1,50,53,1950,Southern Metropolitan,11308,348000
Hawthorn,1,u,Fletchers,03-12-2016,4.6,3122,1,1,0,50,,,Southern Metropolitan,11308,320000
Hawthorn,3,u,Marshall,03-12-2016,4.6,3122,3,1,1,181,122,1969,Southern Metropolitan,11308,1189000
Heidelberg West,3,h,William,03-12-2016,9.4,3081,3,1,1,523,87,1960,Eastern Metropolitan,2674,560000
Heidelberg West,2,h,Miles,03-12-2016,9.4,3081,2,1,3,602,,,Eastern Metropolitan,2674,735000
Hughesdale,3,h,Ray,03-12-2016,13,3166,,,,,,,Southern Metropolitan,3145,1490000
Hughesdale,3,h,Ray,03-12-2016,13,3166,3,1,1,705,128,1920,Southern Metropolitan,3145,1340000
Ivanhoe,2,u,Miles,03-12-2016,7.9,3079,2,1,1,50,,1970,Eastern Metropolitan,5549,430000
Ivanhoe,1,u,Miles,03-12-2016,7.9,3079,1,1,0,75,,1970,Eastern Metropolitan,5549,460000
Ivanhoe,4,h,Nelson,03-12-2016,7.9,3079,4,3,2,610,,,Eastern Metropolitan,5549,1601000
Kealba,4,h,Barry,03-12-2016,15,3021,4,2,2,558,,,Western Metropolitan,1202,740000
Keilor East,3,t,Barry,03-12-2016,12.8,3033,3,2,1,331,201,2010,Western Metropolitan,5629,770000
Keilor East,3,t,Nelson,03-12-2016,12.8,3033,3,2,1,184,,2012,Western Metropolitan,5629,480000
Keilor East,3,h,Nelson,03-12-2016,12.8,3033,3,1,2,610,,1974,Western Metropolitan,5629,590000
Keilor East,4,h,Nelson,03-12-2016,12.8,3033,4,2,1,289,125,2011,Western Metropolitan,5629,900000
Kensington,2,h,Jellis,03-12-2016,4.2,3031,2,1,0,150,,,Northern Metropolitan,5263,775000
Kew,2,u,Reach,03-12-2016,5.6,3101,2,2,1,50,,,Southern Metropolitan,10331,562500
Kew,2,u,Jellis,03-12-2016,5.6,3101,2,1,1,50,12,,Southern Metropolitan,10331,520000
Kew,4,h,Jellis,03-12-2016,5.6,3101,,,,,,,Southern Metropolitan,10331,2250000
Kew,5,h,Marshall,03-12-2016,5.6,3101,5,3,2,853,,1930,Southern Metropolitan,10331,4350000
Maidstone,2,u,Burnham,03-12-2016,9.2,3012,2,1,1,1972,63,1960,Western Metropolitan,3873,275000
Maidstone,2,h,Jas,03-12-2016,9.2,3012,2,1,0,163,69,1920,Western Metropolitan,3873,711000
Maidstone,3,t,Biggin,03-12-2016,9.2,3012,3,2,2,214,,,Western Metropolitan,3873,640000
Malvern,2,u,Jellis,03-12-2016,7.4,3144,,,,,,,Southern Metropolitan,4675,2660000
Malvern East,3,u,Noel,03-12-2016,11.2,3145,3,1,2,317,,1940,Southern Metropolitan,8801,980000
Malvern East,4,h,Marshall,03-12-2016,11.2,3145,,,,,,,Southern Metropolitan,8801,2055000
Malvern East,4,h,hockingstuart,03-12-2016,11.2,3145,4,2,2,758,,,Southern Metropolitan,8801,2400000
Malvern East,4,h,Marshall,03-12-2016,11.2,3145,4,2,3,50,223,1915,Southern Metropolitan,8801,2355000
Malvern East,2,h,Biggin,03-12-2016,11.2,3145,2,1,1,310,102,1910,Southern Metropolitan,8801,1036000
Malvern East,4,h,Marshall,03-12-2016,11.2,3145,4,3,2,611,,,Southern Metropolitan,8801,1301000
Malvern East,3,h,Marshall,03-12-2016,11.2,3145,3,3,1,376,254,1930,Southern Metropolitan,8801,2273000
Malvern East,5,h,Jellis,03-12-2016,11.2,3145,5,2,2,567,327,1915,Southern Metropolitan,8801,2350000
Maribyrnong,3,t,Biggin,03-12-2016,8.7,3032,,,,,,,Western Metropolitan,4918,800000
Maribyrnong,3,h,Nelson,03-12-2016,8.7,3032,3,2,2,392,,,Western Metropolitan,4918,870000
Maribyrnong,2,u,Nelson,03-12-2016,8.7,3032,2,2,1,50,,,Western Metropolitan,4918,635000
Maribyrnong,3,h,Burnham,03-12-2016,8.7,3032,3,1,2,597,154,1970,Western Metropolitan,4918,975000
Melbourne,1,u,hockingstuart,03-12-2016,2.8,3000,,,,,,,Northern Metropolitan,17496,365000
Melbourne,1,u,Harcourts,03-12-2016,2.8,3000,1,1,0,50,,,Northern Metropolitan,17496,427000
Melbourne,2,u,Marshall,03-12-2016,2.8,3000,,,,,,,Northern Metropolitan,17496,1200000
Middle Park,3,h,Cayzer,03-12-2016,4.1,3206,3,1,2,277,132,1900,Southern Metropolitan,2019,2350000
Moonee Ponds,4,h,Frank,03-12-2016,6.9,3039,4,2,3,668,,,Western Metropolitan,6232,1715000
Moonee Ponds,3,h,Nelson,03-12-2016,6.9,3039,3,2,2,50,189,2009,Western Metropolitan,6232,1055000
Moonee Ponds,2,u,Nelson,03-12-2016,6.9,3039,2,1,1,50,63,2007,Western Metropolitan,6232,348000
Moorabbin,3,h,Woodards,03-12-2016,14.6,3189,3,2,2,784,160,1960,Southern Metropolitan,2555,1090000
Moorabbin,4,h,McGrath,03-12-2016,14.6,3189,4,2,2,609,16,,Southern Metropolitan,2555,947500
Moorabbin,3,h,Woodards,03-12-2016,14.6,3189,3,1,4,695,165,1970,Southern Metropolitan,2555,836000
Newport,3,h,Raine,03-12-2016,8.4,3015,3,2,2,194,176,2010,Western Metropolitan,5498,900000
Newport,3,h,RT,03-12-2016,8.4,3015,,,,,,,Western Metropolitan,5498,930000
Newport,3,t,Village,03-12-2016,8.4,3015,3,2,2,283,179,2011,Western Metropolitan,5498,962000
Niddrie,3,h,Barry,03-12-2016,11.2,3042,3,1,2,650,,,Western Metropolitan,2291,1020000
Niddrie,1,h,Brad,03-12-2016,11.2,3042,1,1,1,846,,,Western Metropolitan,2291,1330000
Niddrie,4,h,Brad,03-12-2016,11.2,3042,4,2,2,650,150,1960,Western Metropolitan,2291,1126000
North Melbourne,2,u,Jellis,03-12-2016,2.3,3051,2,1,1,50,65,1970,Northern Metropolitan,6821,540000
North Melbourne,1,u,Brad,03-12-2016,2.3,3051,1,1,1,50,,,Northern Metropolitan,6821,340000
Oak Park,3,u,Brad,03-12-2016,11.5,3046,3,1,2,250,,,Northern Metropolitan,2651,647000
Oak Park,4,h,Brad,03-12-2016,11.5,3046,4,1,2,696,160,1955,Northern Metropolitan,2651,865000
Oakleigh South,3,h,Buxton,03-12-2016,14.7,3167,3,1,2,646,,,South-Eastern Metropolitan,3692,981000
Oakleigh South,4,h,hockingstuart,03-12-2016,14.7,3167,,,,,,,South-Eastern Metropolitan,3692,1100000
Parkville,3,u,Jellis,03-12-2016,2.6,3052,3,2,1,50,139,,Northern Metropolitan,2309,1360000
Pascoe Vale,2,t,Eview,03-12-2016,9.9,3044,,,,,,,Northern Metropolitan,7485,455000
